DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
LCS_2000,LCS_2000_519,NC(=O)c1ncc(Oc2cccc(C(=O)[C@@H](N)CC(=O)O)c2C(N)=O)c(N)n1,-6.504,-6.3594642,-12.146585,-6.3594642,1.6385978,No_8_621,No_8_621_out,3.352
LCS_2000,LCS_2000_520,CCc1c(-c2cc(O)nc(CN(C(=O)CN)c3cccc(NC(N)N)c3)c2)c(=O)c1=O,-7.425,-6.7720771,-11.20697,-6.7720771,1.7359524,No_8_622,No_8_622_out,3.292
LCS_2000,LCS_2000_521,COCCc1ncc(Oc2cccc(C(N)(N)CN)c2C(N)=O)c(N)n1,-7.425,-6.7720771,-11.20697,-6.7720771,1.7359524,No_8_622,No_8_622_out,3.122
LCS_2000,LCS_2000_522,NCc1cccc(Nc2ccc(CN)c(NC(=O)c3cc(CN)co3)c2)c1,-7.521,-6.7790685,-13.8105,-6.7790685,1.067107,No_8_624,No_8_624_out,2.55
LCS_2000,LCS_2000_523,NCOCc1ncc(Oc2cccc(C(N)N)c2C(N)=O)c(N)n1,-6.507,-6.5337434,-13.787861,-6.5337434,2.2859521,No_8_626,No_8_626_out,3.133
LCS_2000,LCS_2000_524,COC[C@H](N)c1ncc(Oc2cccc(C(=O)c3ccccc3O)c2C(N)=O)c(N)n1,-7.292,-6.7707505,-13.842616,-6.7707505,2.1945632,No_8_636,No_8_636_out,3.257
LCS_2000,LCS_2000_525,CNCc1ncc(Oc2cccc(C(N)N)c2C(N)=O)c(N)n1,-6.579,-6.1558361,-13.110603,-6.1558361,1.9865943,No_8_637,No_8_637_out,2.943
LCS_2000,LCS_2000_526,CC(=O)CCN[C@@H](N)c1cccc(Oc2cncnc2N)c1C(N)=O,-5.762,-6.0675216,-10.748869,-6.0675216,2.5082605,No_8_655,No_8_655_out,3.416
LCS_2000,LCS_2000_527,NCCc1ccc(Oc2cc([C@@H](CO)C(N)=O)cnc2CN)c(C(N)=O)c1,-6.487,-6.4987588,-12.105548,-6.4987588,1.1797287,No_8_661,No_8_661_out,3.316
LCS_2000,LCS_2000_528,CCN[C@@H](N)c1cccc(Oc2cnc(CO)nc2N)c1C(N)=O,-5.862,-5.8906975,-11.245898,-5.8906975,2.4543664,No_8_680,No_8_680_out,3.466
LCS_2000,LCS_2000_529,NCCCCCCCC(=O)Oc1c(O)cccc1NC(=O)c1cc(CO)co1,-5.788,-6.5698471,-12.031388,-6.5698471,1.5415883,No_8_681,No_8_681_out,2.689
LCS_2000,LCS_2000_530,CCOCCCN[C@@H](N)c1cccc(Oc2cnc(CO)nc2N)c1C(N)=O,-6.209,-6.5209394,-12.074708,-6.5209394,1.8737299,No_8_691,No_8_691_out,3.502
LCS_2000,LCS_2000_531,NC(=O)c1c(Oc2cnc(CO)nc2N)cccc1[C@H](N)NCCCO,-6.598,-6.5948038,-13.721875,-6.5948038,1.1588169,No_8_70,No_8_70_1_out,3.525
LCS_2000,LCS_2000_532,CC[C@](N)(CN)c1ccc(CNCc2cc(O)cc(CN)n2)cc1,-6.598,-6.5948038,-13.721875,-6.5948038,1.1588169,No_8_70,No_8_70_1_out,3.315
LCS_2000,LCS_2000_533,NC[C@@H](O)c1cccc(Oc2cnc(COCc3cc(=O)c3=O)nc2N)c1C(N)=O,-7.282,-6.5890007,-11.613465,-6.5890007,2.8006597,No_8_705,No_8_705_out,3.639
LCS_2000,LCS_2000_534,CCOCCNCC(N)(N)c1cccc(Oc2cnc(CN)nc2N)c1C(N)=O,-5.823,-6.3914089,-12.286546,-6.3914089,0.77708632,No_8_706,No_8_706_out,3.218
LCS_2000,LCS_2000_535,CNC(=O)CCN[C@@H](N)c1cccc(Oc2cnc(CO)nc2N)c1C(N)=O,-6.536,-6.4272828,-11.666396,-6.4272828,1.5354521,No_8_707,No_8_707_out,3.53
LCS_2000,LCS_2000_536,NCC(=O)c1cccc(Oc2cnc(CNC(=O)CO)nc2N)c1C(N)=O,-6.149,-6.4404955,-11.652215,-6.4404955,1.2489766,No_8_715,No_8_715_out,2.873
