DATASET,ID,SMILES_Curado,Score_vina,S_moe,E_score1_moe,E_score2_moe,rmsd_refine_moe,ID_moe,ID_Score_Vina,SA score
UNPDA_1000,UNPDA_1000_112,N=C(NC(=O)NCCCC(=O)CCCN)Nc1cccc2ccccc12,-7.232,-6.3752732,-11.768138,-6.3752732,3.0616322,No_9_343,No_9_343_out,2.526
UNPDA_1000,UNPDA_1000_113,CN(C)C(=O)c1cc(Nc2ccc(CCCNC(N)=O)cc2)ccc1CCO,-7.658,-6.7595615,-10.076209,-6.7595615,1.9580773,No_9_357,No_9_357_out,2.276
UNPDA_1000,UNPDA_1000_114,CNC(=O)CCCNCNCCNC(=O)NC(=N)Nc1cccc2ccccc12,-7.557,-6.6920967,-12.151491,-6.6920967,1.1610894,No_9_37,No_9_37_out,2.76
UNPDA_1000,UNPDA_1000_115,CN(CO)CCCNCNCCNC(=O)NC(=N)Nc1cccc2ccccc12,-6.428,-7.0399699,-11.806738,-7.0399699,1.1463506,No_9_415,No_9_415_out,2.953
UNPDA_1000,UNPDA_1000_116,NC[C@@H](c1cc(C(=O)O)cc(C(=O)O)c1)c1nnco1,-6.892,-5.7035127,-12.118272,-5.7035127,2.2704339,No_9_445,No_9_445_out,3.254
UNPDA_1000,UNPDA_1000_117,O=C(O)c1cc(C[C@H](O)CO)cc(OCNCc2nnco2)c1,-6.565,-6.4151702,-10.32268,-6.4151702,3.2722507,No_9_464,No_9_464_out,3.405
UNPDA_1000,UNPDA_1000_118,CCN(c1ccc(CCCNC(N)=O)cc1)c1cccc(C(=O)CN)c1,-7.131,-6.6017222,-13.249384,-6.6017222,1.5221339,No_9_470,No_9_470_out,2.36
UNPDA_1000,UNPDA_1000_119,O=C(CO)Cc1cc(C(=O)O)cc(-n2ccc(CNCCCO)c2)c1,-6.479,-6.7811909,-11.947182,-6.7811909,0.60376054,No_9_541,No_9_541_out,2.707
UNPDA_1000,UNPDA_1000_120,N=C(NC(=O)NCCNCNCCCCCOCN)Nc1cccc2ccccc12,-6.825,-6.9109826,-12.11865,-6.9109826,3.1188447,No_9_547,No_9_547_out,2.941
UNPDA_1000,UNPDA_1000_121,NCC(=O)c1cc(CN)cc(Nc2ccc(CCCNC(N)=O)cc2C(=O)CO)c1,-7.106,-7.1744804,-13.270697,-7.1744804,1.9729122,No_9_552,No_9_552_out,2.704
UNPDA_1000,UNPDA_1000_122,CCCCCCCc1cc(CC(=O)[C@H](O)c2cocn2)cc(C(=O)O)c1,-6.765,-6.395638,-10.001548,-6.395638,1.6078235,No_9_610,No_9_610_out,3.231
UNPDA_1000,UNPDA_1000_123,NC(=O)c1cccc(COc2cc(CC(=O)CO)cc(C(=O)O)c2)c1O,-7.132,-5.9584179,-14.005094,-5.9584179,2.7164776,No_9_671,No_9_671_out,2.446
UNPDA_1000,UNPDA_1000_124,NCC[C@@H](O)Cc1cc(OCNCc2nnco2)cc(C(=O)O)c1,-6.319,-6.634295,-12.590181,-6.634295,1.8765508,No_9_721,No_9_721_out,3.459
UNPDA_1000,UNPDA_1000_125,NCNCCc1cc(CNCc2cc(=O)c2=O)nc([C@H](O)C(=O)O)c1,-6.57,-6.0015411,-12.061291,-6.0015411,2.4997253,No_9_77,No_9_77_out,3.702
UNPDA_1000,UNPDA_1000_126,NCO[C@H](Cn1nnc(C(=O)O)c1CO)c1ccc(C(=O)O)cc1,-6.607,-5.9535694,-11.730573,-5.9535694,4.7219472,No_9_79,No_9_79_out,3.315
UNPDA_1000,UNPDA_1000_127,NCCCCOCCc1nn(CCc2ccccc2CN)c2nc[nH]c(=O)c12,-6.847,-6.6188622,-12.664845,-6.6188622,3.1242716,No_9_94,No_9_94_out,2.848
lig_7p2u,lig_7p2u,CN1CCC2(CC1)c1ccccc1N(Cc1ccc(C(=O)NO)s1)[C@@H]2c1cccc(Cl)c1,-7.459,-6.4713764,-10.798885,-6.4713764,1.6090615,lig_7p2u,lig_7p2u,3.71
